osebuildingid,datayear,buildingname,buildingtype,taxparcelidentificationnumber,address,city,state,zipcode,latitude,longitude,neighborhood,councildistrictcode,yearbuilt,numberoffloors,numberofbuildings,propertygfatotal,propertygfabuildings,propertygfaparking,selfreportgfatotal,selfreportgfabuildings,selfreportparking,energystarscore,siteeuiwn_kbtu_sf,siteeui_kbtu_sf,siteenergyuse_kbtu,siteenergyusewn_kbtu,sourceeuiwn_kbtu_sf,sourceeui_kbtu_sf,epapropertytype,largestpropertyusetype,largestpropertyusetypegfa,secondlargestpropertyusetype,thirdlargestpropertyusetype,electricity_kwh,steamuse_kbtu,naturalgas_therms,compliancestatus,complianceissue,electricity_kbtu,naturalgas_kbtu,totalghgemissions,ghgemissionsintensity,demolished,secondlargestpropertyuse,thirdlargestpropertyusetypegfa
716,2023,WESTERN BUILDING,NonResidential,7666202570,615 WESTERN AVE,SEATTLE,WA,98104,47.60223,-122.33602,DOWNTOWN,1,1910,6,1,86204,86204,0,81204,81204,0,96,28.70000076,28.89999962,2343000,2332658,59.29999924,59.79999924,Office,Office,81204,NA,NA,400655,,9760,Compliant,No Issue,1367036,975960,59.7,0.69,False,,
717,2023,Airport Way Ctr - Bldg C,Nonresidential COS,7666203240,2203 AIRPORT WAY S,SEATTLE,WA,98134,47.5829,-122.32417,GREATER DUWAMISH,1,1985,2,1,145158,145158,0,168169,144289,23880,45,52.40000153,52.70000076,7606106,7557835,138,138.3999939,Mixed Use Property,Non-Refrigerated Warehouse,79326,Police Station,Parking,2007182,,7576,Compliant,No Issue,6848505,757600,79.9,0.55,False,64963,23880
718,2023,HOLGATE CENTER,NonResidential,7666203300,1737 AIRPORT WAY S,SEATTLE,WA,98134,47.58716,-122.32214,GREATER DUWAMISH,1,1951,2,1,112896,112896,0,210396,112896,97500,1,524.7999878,524.7999878,59249072,59249072,682.5999756,682.5999756,Mixed Use Property,Office,58150,Parking,Medical Office,2487627,,507613,Compliant,No Issue,8487783,50761291,2739.6,24.27,False,57500,54746
719,2023,MACMILLAN-PIPER EYRES WAREHOUSE,NonResidential,7666203440,1762 6TH AVE S,SEATTLE,WA,98134,47.58685,-122.32501,GREATER DUWAMISH,1,1960,1,1,110613,110613,0,110613,110613,0,81,20.89999962,21.5,2382072,2316420,32.29999924,32.90000153,Distribution Center,Distribution Center,99552,Office,NA,190828,,17310,Compliant,No Issue,651106,1730970,95.5,0.86,False,11061,
720,2023,6TH & HOLGATE BUILDING,NonResidential,7666203467,1926 6TH AVE S,SEATTLE,WA,98134,47.58553,-122.32511,GREATER DUWAMISH,1,1951,4,1,149881,149881,0,149881,149881,0,4,64.69999695,64.90000153,9730589,9692515,152.8999939,153.1999969,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,119593,Office,NA,2134562,,24475,Compliant,No Issue,7283126,2447460,172,1.15,False,30288,
722,2023,INDUSTRIAL TRANSFER WHSE,NonResidential,7666203530,2440 6TH AVE S,SEATTLE,WA,98134,47.58042,-122.32552,GREATER DUWAMISH,1,1951,3,1,98220,98220,0,98220,98220,0,18,50.20000076,50.5,4956283,4930410,135.3999939,135.6999969,Distribution Center,Distribution Center,61760,Office,Non-Refrigerated Warehouse,1360588,,3140,Compliant,No Issue,4642326,313950,43.6,0.44,False,30991,5469
723,2023,NORTH COAST ELECTRIC ETC,NonResidential,7666203538,2400 8TH AVE S,SEATTLE,WA,98134,47.58096,-122.32313,GREATER DUWAMISH,1,1970,1,1,84420,84420,0,90031,90031,0,52,33.70000076,33.70000076,3034679,3035688,61.29999924,61.29999924,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,90031,Retail Store,Office,390652,,17018,Compliant,No Issue,1332905,1701770,97.9,1.16,False,10620,0
725,2023,OWL TRANSFER,NonResidential,7666204100,3623 6TH AVE S,SEATTLE,WA,98134,47.57055,-122.3267,GREATER DUWAMISH,1,1961,1,1,73335,73335,0,104659,73335,31324,83,11.19999981,11.30000019,828426,823596,24.5,24.60000038,Distribution Center,Distribution Center,73335,Parking,NA,156425,,2947,Compliant,No Issue,533722,294700,18.7,0.26,False,0,
727,2023,ESQUIN,NonResidential,7666204225,2700 4TH AVE S,SEATTLE,WA,98134,47.5794,-122.32848,GREATER DUWAMISH,1,1928,2,1,56876,56876,0,61216,61216,0,,57.20000076,59.09999847,3618269,3504180,113.4000015,115.4000015,Mixed Use Property,Retail Store,26397,Office,Non-Refrigerated Warehouse,546895,,17523,Compliant,No Issue,1866007,1752260,103.7,1.82,False,16516,10687
728,2023,PACIFIC IRON & METAL,NonResidential,7666204430,2232 4TH AVE S,SEATTLE,WA,98134,47.58279,-122.32857,GREATER DUWAMISH,1,1931,2,1,61200,61200,0,61200,61200,0,19,57.29999924,58.20000076,3563436,3509733,101,102.3000031,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,40800,Retail Store,NA,421876,,21240,Compliant,No Issue,1439443,2123990,120.9,1.98,False,20400,
729,2023,GOODWILL BUILDING,NonResidential,7666204590,1703 6TH AVE S,SEATTLE,WA,98134,47.58772,-122.32686,GREATER DUWAMISH,1,1987,1,1,111908,111908,0,111908,111908,0,64,10.69999981,10.69999981,1202285,1202285,30.10000038,30.10000038,Distribution Center,Distribution Center,111908,NA,NA,352076,,10,Compliant,No Issue,1201285,1000,7,0.06,False,,
730,2023,KING COUNTY METRO RYERSON BASE VEHICLE MAINTENANCE AND OPERATIONS,NonResidential,7666204685,1220 4TH AVE S,SEATTLE,WA,98134,47.5908,-122.32828,GREATER DUWAMISH,1,1986,2,3,56130,56130,0,65700,65700,0,,112.5999985,113.4000015,7452628,7397932,191.8999939,192.8000031,Vehicle Repair Services,Vehicle Repair Services,65700,NA,NA,811013,,46854,Compliant,No Issue,2767176,4685450,264.4,4.71,False,,
732,2023,FRED MEYER GREENWOOD,NonResidential,9231900160,100 NW 85TH ST,SEATTLE,WA,98117,47.69197,-122.35877,NORTHWEST,6,1970,1,1,314958,118133,196825,194121,168735,25386,85,98.30000305,98.69999695,17434364,17346942,208.8000031,209.3000031,Mixed Use Property,Supermarket/Grocery Store,94708,Retail Store,Parking,3123904,,67756,Not Compliant,Default Data,10658760,6775600,420.9,3.56,False,81843,25386
734,2023,1455 LEARY BUILDING,NonResidential,2768302690,1455 NW LEARY WAY,SEATTLE,WA,98107,47.6633,-122.37549,BALLARD,6,2001,4,1,92092,70074,22018,94430,73375,21055,36,80.5,80.5,5904349,5909135,225.5,225.3000031,Mixed Use Property,Urgent Care/Clinic/Other Outpatient,31211,Parking,Office,1730466,,,Compliant,No Issue,5904350,,34.2,0.49,False,21055,18682
735,2023,SEA MARINE AND FISH SUPPLY CO,NonResidential,2771100415,2121 W COMMODORE WAY,SEATTLE,WA,98199,47.65913,-122.38391,MAGNOLIA / QUEEN ANNE,6,1974,3,1,56259,56259,0,59259,56259,3000,56,39.29999924,41,2306018,2208252,69.69999695,71.5,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,31582,Retail Store,Office,268036,,13915,Compliant,No Issue,914539,1391480,79.1,1.41,False,20962,3715
738,2023,UW BENJAMIN HALL INTERDISCIPLINARY R&T,Nonresidential WA,4207401365,616 NE NORTHLAKE PL,SEATTLE,WA,98105,47.65529,-122.32133,NORTHEAST,4,2006,6,1,143439,119570,23869,143439,119570,23869,,156.8999939,158.5,18955422,18761466,308,309.7000122,Laboratory,Laboratory,119570,Parking,NA,2867789,,91705,Compliant,No Issue,9784896,9170530,542.8,4.54,False,23869,
739,2023,LAKEVIEW AT FREMONT,NonResidential,1973200389,837 N 34TH ST,SEATTLE,WA,98103,47.64912,-122.34823,LAKE UNION,6,2008,4,1,202623,113768,88855,209067,112487,96580,88,41,41,4613120,4613120,114.8000031,114.8000031,Office,Office,106255,Parking,Fitness Center/Health Club/Gym,1352028,,,Compliant,No Issue,4613120,,26.8,0.24,False,96580,6232
740,2023,THE CANAL VIEW BUILDING,NonResidential,1972206514,551 N 34TH ST,SEATTLE,WA,98103,47.64932,-122.35187,LAKE UNION,6,2000,2,1,77174,51374,25800,79253,53453,25800,25,99.09999847,99,5088554,5091279,247.1999969,247.1000061,Office,Office,45584,Parking,Laboratory,1230952,,8886,Compliant,No Issue,4200008,888550,71.5,1.39,False,25800,5790
741,2023,1000 DEXTER PHASE II,NonResidential,2249500235,1000 DEXTER AVE N,SEATTLE,WA,98109,47.62817,-122.34212,MAGNOLIA / QUEEN ANNE,7,1998,5,1,240454,118054,122400,240407,118007,122400,92,36.5,38.09999847,4490423,4308846,102.1999969,106.5,Office,Office,107415,Parking,Other,1316068,,,Compliant,No Issue,4490424,,26,0.22,False,95789,10592
742,2023,1100 EASTLAKE - (2013),NonResidential,2163901105,1100 EASTLAKE AVE E,SEATTLE,WA,98109,47.6289,-122.32877,LAKE UNION,7,2008,5,1,287224,183574,103650,283874,187264,96610,,138.6999969,138.8999939,26009398,25964556,352.2000122,352.3999939,Mixed Use Property,Other,106548,Parking,Office,6478869,,39035,Compliant,No Issue,22105901,3903500,335.1,1.83,False,96610,73182
743,2023,1208 EASTLAKE AVE E (Dendreon),NonResidential,2163901160,1208 EASTLAKE AVE E,SEATTLE,WA,98102,47.63079,-122.32693,LAKE UNION,7,1999,4,1,128408,109749,18659,120118,100028,20090,,200.1999969,201.1999969,20126952,20026924,458.2999878,461.1000061,Laboratory,Laboratory,100028,Parking,NA,4185357,,58465,Compliant,No Issue,14280438,5846510,392.7,3.58,False,20090,
744,2023,WEST TOWER,NonResidential,1989200750,400 2ND AVE W,SEATTLE,WA,98119,47.62225,-122.35915,MAGNOLIA / QUEEN ANNE,7,2000,7,1,241875,157186,84689,246818,168777,78041,91,31,31.29999924,5275321,5235034,82.59999847,82.90000153,Office,Office,168726,Parking,NA,1414400,,4494,Compliant,No Issue,4825933,449390,51.8,0.33,False,78041,
745,2023,190 QUEEN ANNE,NonResidential,1989201385,190 QUEEN ANNE AVE N,SEATTLE,WA,98109,47.61949,-122.35639,MAGNOLIA / QUEEN ANNE,7,1974,5,1,102930,84210,18720,102878,87824,15054,92,34.79999924,35.40000153,3110627,3058581,87.90000153,88.5,Office,Office,87824,Parking,NA,754336,,5368,Compliant,No Issue,2573794,536830,43.4,0.52,False,15054,
748,2023,PIER 70,NonResidential,7666202292,2801 ALASKAN WAY,SEATTLE,WA,98121,47.61472,-122.35566,DOWNTOWN,7,1902,3,1,76893,76893,0,106190,106190,0,57,61,61,6477964,6477964,170.8000031,170.8000031,Office,Office,106190,NA,NA,1898583,,,Compliant,No Issue,6477965,,37.6,0.49,False,,
749,2023,FOURTH & VINE BLDG,NonResidential,656000410,2601 4TH AVE,SEATTLE,WA,98121,47.61732,-122.34791,DOWNTOWN,7,1975,8,1,150000,126370,23630,145415,124594,20821,84,40.70000076,41.40000153,5162483,5066502,100.9000015,101.8000031,Office,Office,124594,Parking,NA,1215499,,10152,Compliant,No Issue,4147283,1015200,77.9,0.62,False,20821,
750,2023,SEATTLE CHILDREN'S HOSPITAL RESEARCH BUILDING #2,NonResidential,660001255,1915 TERRY AVE,SEATTLE,WA,98101,47.61628,-122.33391,DOWNTOWN,7,1953,7,1,274362,274362,0,274362,274362,0,94,31.89999962,32.29999924,8864129,8747705,85.5,86.69999695,Office,Office,274362,NA,NA,2423928,,5937,Compliant,No Issue,8270442,593690,79.4,0.29,False,,
751,2023,BLANCHARD PLAZA,NonResidential,697000235,2201 6TH AVE,SEATTLE,WA,98121,47.61599,-122.34165,DOWNTOWN,7,1983,15,1,378002,261722,116280,326972,278661,48311,88,41.29999924,41.79999924,11635424,11501273,101.5999985,102.3000031,Office,Office,278661,Parking,NA,2729909,,23210,Compliant,No Issue,9314450,2320970,177,0.68,False,48311,
752,2023,ACTIVE VOICE  BUILDING (FORMERLY SIXTH & LENORA),NonResidential,659000930,2033 6TH AVE,SEATTLE,WA,98121,47.61481,-122.33969,DOWNTOWN,7,1963,11,1,169020,169020,0,174959,174959,0,86,51.5,51.90000153,9081069,9008787,106.5,107.1999969,Office,Office,156414,Bar/Nightclub,"Personal Services (Health/Beauty, Dry Cleaning, etc)",1472990,2802857,12524,Compliant,No Issue,5025842,1252370,322.6,1.91,False,10337,8208
753,2023,THE WESTIN BUILDING EXCHANGE (Office),NonResidential,659000950,2001 6TH AVE,SEATTLE,WA,98121,47.61438,-122.33871,DOWNTOWN,7,1981,33,1,429405,429405,0,350000,350000,0,,761.0999756,761.4000244,266479472,266393168,2127.699951,2128.300049,Data Center,Data Center,265000,Office,NA,77894912,,7020,Compliant,No Issue,265777440,702050,1578.7,3.68,False,85000,
754,2023,720 OLIVE BLDG,NonResidential,659000305,720 OLIVE WAY,SEATTLE,WA,98101,47.61418,-122.33485,DOWNTOWN,7,1981,19,1,383515,293737,89778,420378,329378,91000,64,48.40000153,48.70000076,16056377,15947616,135.6000061,136.5,Office,Office,329378,Parking,NA,4705855,,,Compliant,No Issue,16056377,,93.1,0.32,False,91000,
755,2023,MEDICAL DENTAL BUILDING,NonResidential,659000085,509 OLIVE WAY,SEATTLE,WA,98101,47.61274,-122.33685,DOWNTOWN,7,1925,18,1,363934,335064,28870,363934,335064,28870,89,61.5,61.40000153,20584286,20609654,129.8000031,129.8000031,Medical Office,Medical Office,315026,Parking,Retail Store,3438350,8844191,84,Compliant,No Issue,11731650,8440,784.9,2.34,False,28870,16587
756,2023,OLD NAVY,NonResidential,1976700005,601 PINE ST,SEATTLE,WA,98101,47.61203,-122.33486,DOWNTOWN,7,1929,4,1,78920,78920,0,78920,78920,0,,19.5,19.5,1536398,1536398,54.5,54.5,Mixed Use Property,Retail Store,38680,"Personal Services (Health/Beauty, Dry Cleaning, etc)",Other,450292,,,Compliant,No Issue,1536398,,8.9,0.11,False,31176,9064
757,2023,MARKET PLACE ONE & TWO,NonResidential,1977200280,2001 WESTERN AVE,SEATTLE,WA,98121,47.61051,-122.34439,DOWNTOWN,7,1979,7,1,131143,43983,87160,281435,148655,132780,71,69.59999847,69.59999847,10343587,10343587,140.3000031,140.3000031,Mixed Use Property,Parking,132780,Office,Restaurant,1673698,,46329,Compliant,No Issue,5710658,4632930,278.7,6.34,False,127013,21642
758,2023,PACIFIC PLACE,NonResidential,6600470000,600 PINE ST,SEATTLE,WA,98101,47.61289,-122.33531,DOWNTOWN,7,1999,,1,947987,507802,440185,779550,339365,440185,,137.1000061,137.8000031,46764128,46520788,301.5,302.2999878,Parking,Parking,440185,Enclosed Mall,NA,8955285,,162087,Compliant,No Issue,30555432,16208691,1036.3,2.04,False,339365,
759,2023,ODDFELLOWS LODGE - RETAIL,NonResidential,6003500460,915 E PINE ST,SEATTLE,WA,98122,47.61505,-122.32,EAST,3,1908,4,1,76803,76803,0,66128,66128,0,,81.59999847,81.90000153,5412713,5397760,158.5,158.6999969,Mixed Use Property,Office,22982,Performing Arts,Self-Storage Facility,805860,,26631,Compliant,No Issue,2749596,2663120,157.1,2.05,False,17754,14178
760,2023,TWO PINE,NonResidential,1117080020,1601 2ND AVE,SEATTLE,WA,98101,47.61036,-122.34037,DOWNTOWN,7,1908,10,1,132998,132998,0,124757,124757,0,,39.90000153,40,4931448,4916589,99.30000305,99.40000153,Office,Office,102602,Retail Store,NA,1161147,969615,,Compliant,No Issue,3961834,,101.5,0.76,False,20713,
761,2023,ROSS DRESS FOR LESS,NonResidential,1975700300,301 PIKE ST,SEATTLE,WA,98101,47.60956,-122.33715,DOWNTOWN,7,1940,3,1,83118,83118,0,83118,83118,0,82,32.79999924,32.90000153,2734937,2724280,67.30000305,67.69999695,Retail Store,Retail Store,83118,NA,NA,460771,,11628,Compliant,No Issue,1572150,1162790,70.7,0.85,False,,
762,2023,KRESS BUILDING,NonResidential,1975700485,1419 3RD AVE,SEATTLE,WA,98101,47.60933,-122.33786,DOWNTOWN,7,1924,3,1,77555,77555,0,74616,74616,0,95,23.70000076,23.79999924,1775345,1769400,66.40000153,66.59999847,Office,Office,74616,NA,NA,520208,,4,Not Compliant,Account Requires Verification,1774949,400,10.3,0.13,False,,
763,2023,MARKET SQUARE,NonResidential,7666202405,1415 WESTERN AVE,SEATTLE,WA,98101,47.60765,-122.34097,DOWNTOWN,7,1909,6,1,51218,51218,0,52314,52314,0,39,47.09999847,47.09999847,2463234,2463234,131.6999969,131.6999969,Office,Office,52314,NA,NA,720491,,49,Compliant,No Issue,2458315,4920,14.5,0.28,False,,
764,2023,FINANCIAL CENTER,NonResidential,2400002,1215 4TH AVE,SEATTLE,WA,98101,47.60765,-122.3348,DOWNTOWN,7,1970,29,1,453106,387655,65451,478110,410300,67810,70,60.70000076,60.90000153,24980824,24921008,144,144.1000061,Office,Office,395605,Parking,Data Center,5424590,3372145,31000,Compliant,No Issue,18508701,3099980,544.8,1.41,False,67810,7785
765,2023,SEATTLE TOWER,NonResidential,1975200005,1218 3RD AVE,SEATTLE,WA,98101,47.60769,-122.33544,DOWNTOWN,7,1929,27,1,216571,203251,13320,220887,207567,13320,,56.29999924,56.79999924,11788352,11677918,93.30000305,93.90000153,Office,Office,202218,Parking,Retail Store,975698,8459272,,Compliant,No Issue,3329080,,704.5,3.47,False,13320,5349
766,2023,1200 3RD AVENUE,NonResidential,1975200015,1200 3RD AVE,SEATTLE,WA,98101,47.60741,-122.33565,DOWNTOWN,7,1921,13,1,189175,189175,0,164974,164974,0,42,122.4000015,122.4000015,20189660,20189660,342.7000122,342.7000122,Office,Office,126745,Data Center,Other - Restaurant/Bar,5917251,,,Compliant,No Issue,20189660,,117.1,0.62,False,32324,5905
767,2023,1015 THIRD AVENUE BLDG - EXPEDITORS INTERNATIONAL,NonResidential,939000485,1015 3RD AVE,SEATTLE,WA,98104,47.60582,-122.33464,DOWNTOWN,7,1998,13,1,293576,219095,74481,286697,216094,70603,78,53.79999924,53.79999924,11615750,11631361,150.6999969,150.5,Office,Office,201670,Parking,Other,3404382,,,Compliant,No Issue,11615751,,67.4,0.31,False,70603,14424
768,2023,1201 WESTERN BUILDING,NonResidential,7666202480,1201 WESTERN AVE,SEATTLE,WA,98101,47.60576,-122.33922,DOWNTOWN,7,1910,7,1,122356,122356,0,115129,115129,0,90,39.40000153,40,4601459,4533274,101.8000031,102.6999969,Office,Office,100924,Retail Store,Data Center,1170791,,6067,Compliant,No Issue,3994739,606720,55.3,0.45,False,14205,182
769,2023,UNITED WAY,NonResidential,939000240,720 2ND AVE,SEATTLE,WA,98104,47.60366,-122.33328,DOWNTOWN,7,1921,3,1,52298,52298,0,52250,52250,0,82,33.79999924,33.79999924,1766842,1766842,94.69999695,94.69999695,Office,Office,52250,NA,NA,517832,,,Compliant,No Issue,1766842,,10.2,0.2,False,,
771,2023,HOGE BUILDING,NonResidential,939000230,705 2ND AVE,SEATTLE,WA,98104,47.60304,-122.33362,DOWNTOWN,1,1911,17,1,159034,159034,0,159034,159034,0,92,31.29999924,31.60000038,5023978,4973239,73.59999847,73.90000153,Office,Office,159034,NA,NA,1049106,1444426,,Compliant,No Issue,3579550,,137.8,0.87,False,,
772,2023,BANK OF AMERICA FIFTH AVENUE PLAZA,NonResidential,942000470,800 5TH AVE,SEATTLE,WA,98104,47.60573,-122.33028,DOWNTOWN,7,1981,42,1,1249055,1047934,201121,1251000,1013100,237900,92,26.89999962,27.29999924,31663358,31151854,75.19999695,76.5,Office,Office,912758,Parking,Financial Office,9270267,,332,Compliant,No Issue,31630151,33210,185.2,0.18,False,237900,217000
773,2023,SEIU LOCAL 775- SEATTLE BUILDING,NonResidential,939000245,215 COLUMBIA ST,SEATTLE,WA,98104,47.6038,-122.33293,DOWNTOWN,7,1924,4,1,63150,63150,0,60906,60906,0,,,,,,,,Office,Office,60906,NA,NA,575294,,,Not Compliant,"Missing EUI, Incomplete Fuel Data",1962903,,11.4,0.18,False,,
774,2023,PACIFIC BUILDING,NonResidential,942000590,720 3RD AVE,SEATTLE,WA,98104,47.60411,-122.33225,DOWNTOWN,7,1970,22,1,227556,129000,98556,226063,153513,72550,93,33,33.79999924,5187706,5073512,92.5,94.59999847,Office,Office,153513,Parking,NA,1520429,,,Compliant,No Issue,5187704,,30.1,0.23,False,72550,
775,2023,COLUMBIA CENTER,NonResidential,942000640,701 5TH AVE,SEATTLE,WA,98104,47.60454,-122.33072,DOWNTOWN,7,1985,76,1,1952220,1632820,319400,2079537,1760137,319400,88,43.79999924,43.79999924,77047008,77047008,119.8000031,119.8000031,Office,Office,1631812,Parking,Other,21774690,,27518,Compliant,No Issue,74295242,2751760,576.8,0.35,False,319400,128325
776,2023,FIRST HILL MEDICAL BUILDING,NonResidential,8590900765,515 MINOR AVE,SEATTLE,WA,98104,47.60663,-122.32157,EAST,2,1988,5,1,188339,89025,99314,188422,89108,99314,,75.40000153,75.80000305,6752971,6715898,204.5,205.6999969,Parking,Parking,99314,Medical Office,NA,1882277,,3306,Compliant,No Issue,6422329,330640,54.8,0.62,False,89108,
778,2023,101 KING STREET,NonResidential,7666206830,500 1ST AVE S,SEATTLE,WA,98104,47.5981,-122.33369,DOWNTOWN,1,1910,6,1,95000,81300,13700,92955,84481,8474,86,37.29999924,37.59999847,3178201,3149034,92.59999847,93.59999847,Office,Office,84481,Parking,NA,765172,,5674,Compliant,No Issue,2610766,567440,45.2,0.56,False,8474,
779,2023,ADMINISTRATION BUILDING - KING COUNTY,NonResidential,942000920,500 4TH AVE,SEATTLE,WA,98104,47.6029,-122.32927,DOWNTOWN,7,1971,9,1,224857,224857,0,204993,204993,0,74,60.40000153,60.70000076,12441149,12376725,141.3999939,141.8000031,Office,Office,204993,NA,NA,2588909,3607790,,Compliant,No Issue,8833358,,343.5,1.53,False,,
780,2023,KING STREET CENTER,NonResidential,5247800795,201 S JACKSON ST,SEATTLE,WA,98104,47.59878,-122.33088,DOWNTOWN,1,1998,8,1,446261,321473,124788,446262,321474,124788,94,37.09999847,37.09999847,11910789,11921326,103.8000031,103.6999969,Office,Office,315831,Parking,Fast Food Restaurant,3490853,,,Compliant,No Issue,11910790,,69.1,0.21,False,124788,2977
783,2023,Taylor Edwards Building	(MCKINNON FURNITURE),NonResidential,7666206440,1518 1ST AVE S,SEATTLE,WA,98134,47.58958,-122.33369,GREATER DUWAMISH,1,1907,6,1,62370,62370,0,59881,59881,0,50,55.70000076,55.70000076,3333930,3333930,142.3000031,142.3000031,Office,Office,49473,Restaurant,NA,840662,,4656,Compliant,No Issue,2868339,465590,41.3,0.66,False,10408,
784,2023,GRAYBAR ELECTRIC,NonResidential,7666204495,1919 6TH AVE S,SEATTLE,WA,98134,47.58454,-122.3269,GREATER DUWAMISH,1,1960,1,1,73296,73296,0,114141,75141,39000,87,26.79999924,27.89999962,2094305,2011978,38.79999924,40,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,75141,Parking,NA,135025,,16336,Compliant,No Issue,460705,1633600,89.3,1.22,False,0,
785,2023,Airport Way Ctr - Bldg A,Nonresidential COS,7666203240,2203 AIRPORT WAY S,SEATTLE,WA,98134,47.5829,-122.32417,GREATER DUWAMISH,1,1944,4,1,99122,99122,0,99950,99950,0,,142.6999969,143.3999939,14332584,14261931,344.2000122,345.1000061,Office,Office,67769,Laboratory,NA,3256342,,32220,Compliant,No Issue,11110639,3221950,235.2,2.37,False,32181,
787,2023,Seattle Lighting Distribution Center,NonResidential,7666207627,26 S HANFORD ST,SEATTLE,WA,98134,47.57613,-122.33864,GREATER DUWAMISH,1,1952,2,1,115668,115668,0,155194,115194,40000,62,19.60000038,19.5,2247208,2253943,33.20000076,33.09999847,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,115194,Parking,NA,243863,,14152,Compliant,No Issue,832061,1415150,79.8,0.69,False,0,
791,2023,UPS WAREHOUSE,NonResidential,7376600390,4455 7TH AVE S,SEATTLE,WA,98108,47.56301,-122.32564,GREATER DUWAMISH,1,1970,1,1,141686,141686,0,141686,141686,0,,108.6999969,113.1999969,16040152,15401477,191.8000031,196.5,Distribution Center,Distribution Center,141686,NA,NA,1842639,,97531,Compliant,No Issue,6287084,9753070,553.4,3.91,False,,
792,2023,MCKINSTRY HEADQUARTERS,NonResidential,3573700320,5005 3RD AVE S,SEATTLE,WA,98134,47.55695,-122.33176,GREATER DUWAMISH,1,1950,1,1,93610,93610,0,101780,101780,0,,54.09999847,55.20000076,5620726,5508334,112.8000031,114.5,Office,Office,101278,Data Center,NA,963455,,23334,Compliant,No Issue,3287308,2333420,142.7,1.52,False,502,
793,2023,SEATTLE DESIGN CENTER,NonResidential,2738100010,5701 6TH AVE S,SEATTLE,WA,98108,47.55146,-122.32832,GREATER DUWAMISH,1,1973,2,1,156188,156188,0,208893,166383,42510,,5.900000095,5.900000095,978352,978352,10.80000019,10.80000019,Enclosed Mall,Enclosed Mall,166383,Parking,NA,129690,,5358,Compliant,No Issue,442501,535850,31,0.2,False,0,
794,2023,BLDG C NW CORP PARK,NonResidential,2738100480,703 S FIDALGO ST,SEATTLE,WA,98108,47.54923,-122.32446,GREATER DUWAMISH,1,1966,1,1,115620,115620,0,115620,115620,0,71,26.29999924,26.20000076,3030182,3037723,48.70000076,48.59999847,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,115620,NA,NA,408292,,16371,Compliant,No Issue,1393093,1637090,94.8,0.82,False,,
796,2023,6100 BUILDING,NonResidential,5367200610,6100 4TH AVE S,SEATTLE,WA,98108,47.54699,-122.32882,GREATER DUWAMISH,1,1975,5,1,238148,238148,0,303563,246739,56824,84,30,30,7390032,7398901,83.80000305,83.69999695,Office,Office,239423,Parking,Pre-school/Daycare,2160097,,198,Compliant,No Issue,7370251,19780,43.8,0.18,False,9243,7316
797,2023,WEST CORE RIVER STREET,NonResidential,5367204100,303 S RIVER ST,SEATTLE,WA,98108,47.54326,-122.33134,GREATER DUWAMISH,1,1969,1,1,71718,71718,0,75507,75507,0,87,7.199999809,7.199999809,544058,544058,20.29999924,20.29999924,Distribution Center,Distribution Center,75048,NA,NA,159454,,,Compliant,No Issue,544057,,3.2,0.04,False,,
798,2023,PIONEER HUMAN SERVICES,NonResidential,2924049101,7440 W MARGINAL WAY S,SEATTLE,WA,98108,47.53628,-122.3329,GREATER DUWAMISH,1,1969,1,1,55450,55450,0,55450,55450,0,,,,,,,,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,34206,Office,NA,512862,,,Not Compliant,"Missing EUI, Incomplete Fuel Data",1749885,,10.1,0.18,False,21244,
799,2023,CLOVERDALE BUSINESS PARK (BLDG D),NonResidential,3224049012,309 S CLOVERDALE ST,SEATTLE,WA,98108,47.52549,-122.33064,GREATER DUWAMISH,1,1979,1,1,54880,54880,0,53034,53034,0,,51.20000076,52.70000076,2797112,2715692,94.59999847,96.19999695,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,27645,Manufacturing/Industrial Plant,Retail Store,362655,,15597,Compliant,No Issue,1237380,1559730,89.8,1.64,False,18450,5882
800,2023,TARGET STORE,NonResidential,3624039166,2800 SW BARTON ST,SEATTLE,WA,98126,47.52222,-122.36892,DELRIDGE NEIGHBORHOODS,1,1992,1,1,102500,102500,0,244708,99471,145237,71,80.69999695,81.40000153,8099988,8027288,161.6999969,163,Retail Store,Retail Store,99471,Parking,NA,1290735,,36960,Compliant,No Issue,4403988,3696000,221.4,2.16,False,0,
801,2023,UNIVERSITY VILLAGE NORTH (PARKING GARAGE/RETAIL/STORAGE),NonResidential,925049425,2650 NE 49TH ST,SEATTLE,WA,98105,47.66478,-122.29804,NORTHEAST,4,2002,6,1,361398,88498,272900,361398,82176,279222,,95.40000153,96,7887604,7842300,224.8000031,225.3999939,Parking,Parking,232685,Strip Mall,NA,1715096,,20357,Compliant,No Issue,5851908,2035700,141.8,1.6,False,82176,
